account,full_name,title,linkedin_url
Fidelity Investments,Dineen Corey,Director Fund Operations  [no LinkedIn URL yet],
Fidelity Investments,Joe Frasca,Director - Mutual Fund Operations  [no LinkedIn URL yet],
Fidelity Investments,Heather Bizilj,"Director, Health Operations Quality Management  [no LinkedIn URL yet]",
Fidelity Investments,Matthew Doyle,Director Of Operations  [no LinkedIn URL yet],
Fidelity Investments,Ken Hickey,Director Of Operations  [no LinkedIn URL yet],
Fidelity Investments,Katie Boyce,"Director, HR Operations and Program Management  [no LinkedIn URL yet]",
Fidelity Investments,Sharon Bays,"Director, Risk Operations  [no LinkedIn URL yet]",
Fidelity Investments,Michele Guillemette,"Director, Risk Operations  [no LinkedIn URL yet]",
Fidelity Investments,Kimberly Dodd,"Director, Strategic Operations  [no LinkedIn URL yet]",
Fidelity Investments,Deirdra Polito,"Director, Trading Operations  [no LinkedIn URL yet]",
Fidelity Investments,Terry Crawford,"Director, Product Operations PMP, SP  [no LinkedIn URL yet]",
Fidelity Investments,Richard Tijerina,Director of Board Reporting Operations  [no LinkedIn URL yet],
Fidelity Investments,Mike Clinton,Brokerage Operations Sr. Director  [no LinkedIn URL yet],
Fidelity Investments,Fred Jones,Director Workforce Management  [no LinkedIn URL yet],
Fidelity Investments,Jeff Ryan,"Director, Client Service Operations  [no LinkedIn URL yet]",
Fidelity Investments,Haley Muir,Director of Operations  [no LinkedIn URL yet],
Fidelity Investments,"Lori Roe, PHR","Director, HR Operations & Program Management  [no LinkedIn URL yet]",
Fidelity Investments,Jim Rains,Director of Operations  [no LinkedIn URL yet],
Fidelity Investments,John Kiritsy,"Director, Annuity Operations  [no LinkedIn URL yet]",
Fidelity Investments,Allison Goding,"Director, Debit Operations  [no LinkedIn URL yet]",
Fidelity Investments,Tara Syverson,"Director, Proxy Operations  [no LinkedIn URL yet]",
Fidelity Investments,Jason Durkin,"Director, TEM Operations  [no LinkedIn URL yet]",
Fidelity Investments,Andrew Hayes,Director Of Operations  [no LinkedIn URL yet],
Fidelity Investments,Derek Garrison,Director of Global Workforce Optimization  [no LinkedIn URL yet],
Fidelity Investments,Phil Lemieux,"Director, Client Service Operations  [no LinkedIn URL yet]",
Fidelity Investments,Sandra Mills,Director Of Business Operations  [no LinkedIn URL yet],
Fidelity Investments,Melissa MacRae-Morin,"Director, Strategic Programs & Operations  [no LinkedIn URL yet]",
Fidelity Investments,"JENNIFER BECKLEY, CPA",Director of Operations Controls  [no LinkedIn URL yet],
Fidelity Investments,Shannon Kilmartin,"Director, Fixed Income Trading Operations  [no LinkedIn URL yet]",
Fidelity Investments,Amber Walker,Director of Operations  [no LinkedIn URL yet],
Fidelity Investments,"David Vlock, CDCMP","Director, Data Center Operations  [no LinkedIn URL yet]",
Fidelity Investments,Peter Hooker,Six Sigma MBB - Director Process Improvement  [no LinkedIn URL yet],
Fidelity Investments,Charles Breen,Director of MultiClient Operations  [no LinkedIn URL yet],
Fidelity Investments,Claudia Vardi,Regional Operations Director  [no LinkedIn URL yet],
Fidelity Investments,Damian Danforth,Director of Data Center Operations  [no LinkedIn URL yet],
Fidelity Investments,peter cafaro,Director-Complex Operations  [no LinkedIn URL yet],
Fidelity Investments,Arbane Hylton,Director Of Operations  [no LinkedIn URL yet],
Fidelity Investments,Jeff Rosas,AML/OFAC Operations Director  [no LinkedIn URL yet],
Fidelity Investments,John Frith,"Director, Risk Operations  [no LinkedIn URL yet]",
Fidelity Investments,Richard Dietsch,Director of Operations  [no LinkedIn URL yet],
Fidelity Investments,Lori Chase,"Director, Risk Operations  [no LinkedIn URL yet]",
Fidelity Investments,James Farmer,Director of Operations  [no LinkedIn URL yet],
Fidelity Investments,Mary Belle Andrada-Monzon,Director Of Operations  [no LinkedIn URL yet],
Fidelity Investments,Kevin Lee,Business Process Improvement Director  [no LinkedIn URL yet],
Fidelity Investments,Brian O'Loughlin,Senior Director of Operations  [no LinkedIn URL yet],
Fidelity Investments,Michael Fitzpatrick,"Director, Defined Benefit Operations  [no LinkedIn URL yet]",
Fidelity Investments,Laura Snyder,"Director, NQ Operations  [no LinkedIn URL yet]",
Fidelity Investments,Craig Alderson,"Director, Data Operations  [no LinkedIn URL yet]",
Fidelity Investments,Timothy M. Bates,Director of National Operations  [no LinkedIn URL yet],
Fidelity Investments,Shelley Delaney,Director of Board Operations  [no LinkedIn URL yet],
Fidelity Investments,Bob Guest,Director - Operations  [no LinkedIn URL yet],
Fidelity Investments,Kelley Liley,Director of Fund Operations  [no LinkedIn URL yet],
Fidelity Investments,David Verducci,Director Of Operations  [no LinkedIn URL yet],
Fidelity Investments,Andrew Clark,"Director, Process Improvement  [no LinkedIn URL yet]",
Fidelity Investments,Ernesto Zurita,"Director, Risk Operations  [no LinkedIn URL yet]",
Fidelity Investments,Tim Stringer,Operations Director  [no LinkedIn URL yet],
Fidelity Investments,Don Forte,Director of Business Operations  [no LinkedIn URL yet],
Fidelity Investments,Devarion A.,Director Financial Operations  [no LinkedIn URL yet],
Fidelity Investments,Niko Stathoulopoulos,"Director, Shared Services  [no LinkedIn URL yet]",
Fidelity Investments,Scott Aylor,Operations Director  [no LinkedIn URL yet],
Fidelity Investments,Timothy McKenna,"Director, External Money Manager Trade Operations  [no LinkedIn URL yet]",
Fidelity Investments,Matthew Cirone,Sr. Director of Operations  [no LinkedIn URL yet],
Fidelity Investments,Kelsey Kingman,"Director, UX Research Operations  [no LinkedIn URL yet]",
Fidelity Investments,Sourav D.,Director- Global Workforce Optimization  [no LinkedIn URL yet],
Fidelity Investments,Scot Herrmann,Head of Operations Controls,https://www.linkedin.com/in/scot-herrmann-aa1aa95/
Fidelity Investments,Dana Fallon,Head of Operations,https://www.linkedin.com/in/dana-fallon-56219a127/
Fidelity Investments,Scott Goldthwaite,VP Vendor Management & Operations,https://www.linkedin.com/in/sgoldthwaite/
Fidelity Investments,Sharath Nitturi,Head of Brokerage Operations Digitization,https://www.linkedin.com/in/sharath-nitturi-a2034a13/
Fidelity Investments,John Trendel,Head of Operational Controls & Process Optimization,https://www.linkedin.com/in/john-trendel-106a2845/
Fidelity Investments,Erica Bacon,Head of Planning and Operations,https://www.linkedin.com/in/erica-bacon-4812679/
Fidelity Investments,Lisa Conner,Head of Data Operations,https://www.linkedin.com/in/lisa-conner-54307b2/
Fidelity Investments,Marie Shelley,Head of Shared Services,https://www.linkedin.com/in/marie-shelley/
Fidelity Investments,Stephanie Caron,Head of Fidelity Fund and Investment Operations,https://www.linkedin.com/in/stephanie-caron-523b206/
Fidelity Investments,Tammy DeAngelis,"Vice President, Shared Services Program Practice",https://www.linkedin.com/in/tammydeangelis/
Fidelity Investments,Andy Plaice,"Vice President, Operational Excellence & Service Enablement",https://www.linkedin.com/in/andy-plaice-48ba461/
Fidelity Investments,Lindsey Miller,"VP, Head of Design Operations, UXD",https://www.linkedin.com/in/lindseytmiller/
Fidelity Investments,"David Calvani, CFA",Head of Financial Crimes Operations,https://www.linkedin.com/in/david-calvani-cfa-1191aa3/
Fidelity Investments,Byron Housten,"Vice President, Head of Investment Operations",https://www.linkedin.com/in/byronhousten/
Fidelity Investments,Travis Krahl,"Vice President, Retirement Administration – Center of Excellence Leader",https://www.linkedin.com/in/travis-krahl-1201997/
Fidelity Investments,Jason Elliott,"Vice President, Implementation and Operations",https://www.linkedin.com/in/jasonelliot/
Fidelity Investments,Brian Ciofrone,"Vice President, Trading Operations",https://www.linkedin.com/in/brianciofrone/
Fidelity Investments,"Minal Ajmera, MBA, MS MIS","Vice President, Chapter Leader, DC Record-Keeping Shared Services",https://www.linkedin.com/in/minal-ajmera-mba-ms-mis-06590a/
Fidelity Investments,Nathan Provencher,Vice President - Business Analysis & Client Service Operations,https://www.linkedin.com/in/nathan-provencher-91815711/
Fidelity Investments,Tim Svitkovich,"Head of Performance Solutions and Readiness, Fidelity Stock Plan Services Operations",https://www.linkedin.com/in/tim-svitkovich-86635722/
Fidelity Investments,Ryan Shuman,Head of Shared Services for WI Client and Participant Servicing,https://www.linkedin.com/in/ryan-shuman-30343a8/
Fidelity Investments,Frank Hedglin,Vice President - Securities Lending Operations,https://www.linkedin.com/in/frank-hedglin-43a5138/
Fidelity Investments,Michele Dunning,Vice President of Tax Operations,https://www.linkedin.com/in/michele-dunning-2083a64/
Fidelity Investments,Lisa Goulemas,"Head of Fund Administration, Fidelity Fund and Investment Operations",https://www.linkedin.com/in/lisa-goulemas-4ab6193/
Fidelity Investments,Danielle Deja,"Head of Implementation, Client Service Management and Operations",https://www.linkedin.com/in/danielle-deja-b133aa164/
Fidelity Investments,Jamie Andrea,Head of Client Services & Operations,https://www.linkedin.com/in/jamie-andrea-86393a7/
Fidelity Investments,Michael Stuart,Vice President - Brokerage Operations,https://www.linkedin.com/in/michael-stuart-1410676/
Fidelity Investments,Mic D'Avanzo,Head of Equity Operations,https://www.linkedin.com/in/mic-d-avanzo-a48653171/
Fidelity Investments,Dyann Kiessling,Head of Global Bond Trading Operations,https://www.linkedin.com/in/dyann-kiessling-852b054b/
Fidelity Investments,Stacey Peterson,VP DB Client Service Operations,https://www.linkedin.com/in/stacey-peterson-843a40b/
Fidelity Investments,Vilma Fuller,"Vice President, Workforce Optimization",https://www.linkedin.com/in/vilma-fuller-b89b474/
Fidelity Investments,Ryan Hanley,"Vice President, DB Client Service Operations",https://www.linkedin.com/in/ryan-hanley-6a163514/
Fidelity Investments,Amy Malatesta,"Vice President, Client Service Operations",https://www.linkedin.com/in/amy-malatesta-8303446a/
Fidelity Investments,Rocco Lombardi,Vice President - Shared Services,https://www.linkedin.com/in/rocco-lombardi-7275287/
Fidelity Investments,Kevin Abreu,Vice President Fund Operations,https://www.linkedin.com/in/kevin-a-abreu/
Fidelity Investments,Wade Smith,Head of Defined Contribution Client Service & Operations,https://www.linkedin.com/in/wade-smith-76549624/
Fidelity Investments,Annie Wong,Head of Fund Operations,https://www.linkedin.com/in/annie-wong-5334a271/
Fidelity Investments,Rachel S.,"Vice President, International and FOREX Operations",https://www.linkedin.com/in/rachel-schill-1647575/
Fidelity Investments,Mark Wehner,"Vice President, Billing Operations and Accounts Receivable",https://www.linkedin.com/in/markwehner/
Fidelity Investments,Joe Miceli,Head of Manager Services and Operations,https://www.linkedin.com/in/joe-miceli-1aa7b57b/
Fidelity Investments,Andrea (Ange) Della Grotta,"VP of Operations, Fidelity Stock Transfer",https://www.linkedin.com/in/andrea-ange-della-grotta-8b31a915/
Fidelity Investments,Lynne Driscoll,Vice President - Tax Operations,https://www.linkedin.com/in/lynne-driscoll-a9811b21/
Fidelity Investments,DANIEL KATZ,Head of Fixed Income Operations,https://www.linkedin.com/in/daniel-katz-b76335296/
Fidelity Investments,Victor Ramsundar,"Vice President, General Brokerage Operations",https://www.linkedin.com/in/victor-ramsundar/
Fidelity Investments,Tom MacVeigh,VP Retirement Services Operations,https://www.linkedin.com/in/tom-macveigh-84a9b35/
Fidelity Investments,Sean Liddy,Vice President of Capacity Planning,https://www.linkedin.com/in/sean-liddy-45658334/
Fidelity Investments,Rick Synrod,"Head of Business and Data Operations, Fidelity Asset Management",https://www.linkedin.com/in/rick-synrod-029b5725/
Fidelity Investments,Daria Siegelman Brazile,Director of Business & People Operations,https://www.linkedin.com/in/daria-siegelman-ba742684/
Fidelity Investments,Daria Brazile,Director of Business & People Operations,https://www.linkedin.com/in/daria-brazile-ba742684/
Fidelity Investments,"Daniel Saxon, CFA",Director - Fund Operations | Pricing,https://www.linkedin.com/in/danielsaxon/
Fidelity Investments,Brett Southall,Vice President - Business Process Solutions and Automation,https://www.linkedin.com/in/brett-southall-8671b3a/
Fidelity Investments,Claribel Made’,Director of Brokerage Operations,https://www.linkedin.com/in/claribel-made’-589a46242/
National Grid,Jason Guarinello,Director of Global Accounting Operations  [no LinkedIn URL yet],
National Grid,Matt DiGregorio,"Director, Treasury  [no LinkedIn URL yet]",
National Grid,William Donoghue,Director - RTR Finance Transformation  [no LinkedIn URL yet],
National Grid,"Kayla Gradzki, CPA",Director of New England Financial Planning and Analysis  [no LinkedIn URL yet],
National Grid,Stephanie Keller,Director of Finance  [no LinkedIn URL yet],
National Grid,"Michael Nappi, MBA",Director Finance Business Partnering  [no LinkedIn URL yet],
National Grid,Romina Feduzi-Lopez,Director of NY FP&A  [no LinkedIn URL yet],
National Grid,Jimmy Lee,Director - NY Stategic Finance Partner  [no LinkedIn URL yet],
National Grid,Joseph Lanzel,Director of Financial Planning & Analysis  [no LinkedIn URL yet],
National Grid,David Halnen,Manager CFO CMS C&I Fitting  [no LinkedIn URL yet],
National Grid,Sam Dunton,"VP of Finance, CFO of Global Group Functions",https://www.linkedin.com/in/sam-dunton-66bb3530/
National Grid,Nathaniel Standish,"CFO, National Grid Ventures U.S.",https://www.linkedin.com/in/nathaniel-standish-a6752724/
National Grid,"Ryan Dinneen, CSP","Director, Absence Management",https://www.linkedin.com/in/ryan-dinneen-csp-4652144a/
National Grid,Brian McNaughton,Director STREAMS Work Planning & Resourcing,https://www.linkedin.com/in/brian-mcnaughton-ba370214/
National Grid,Tess Overdyk,"Director, Absence & Disability Management",https://www.linkedin.com/in/tess-overdyk-0121281a2/
National Grid,Celeste Schneider,Chief People Officer,https://www.linkedin.com/in/celesteschneider/
Paychex,"Dawn Ehrhart - CPP, SHRM-CP",Director PEO Service,https://www.linkedin.com/in/dawn-ehrhart-cpa-cpp-81284b5/
Paychex,Jordan L. Wilkinson,"Director of Service Excellence, Customer Experience & Transformation",https://www.linkedin.com/in/jordanleighwilkinson/
Paychex,Dustin Reding,401(k)/S125 Director,https://www.linkedin.com/in/dustin-reding-00211519/
Paychex,Laurie Maffett,Director - 401k/S125,https://www.linkedin.com/in/laurie-maffett-52960314/
Regions Financial,"Ryan Todd, M.S.","Enterprise Operations Manager, VP",https://www.linkedin.com/in/ryantoddpm/
Regions Financial,Melissa Cushenbery,Regional Operations Manager\VP,https://www.linkedin.com/in/melissa-cushenbery-16292a53/
Regions Financial,James Dempsey,Corporate Trust Operations Manager VP,https://www.linkedin.com/in/james-dempsey-908472aa/
Regions Financial,Ryan Biasco,VP Operations Manager Lockbox Services,https://www.linkedin.com/in/ryanbiasco/
Regions Financial,Ej Atkins,"Senior Operations Director, Vice President",https://www.linkedin.com/in/ej-atkins-0725364/
Regions Financial,Judy Burton,"Vice President, Little Rock Operations Manager",https://www.linkedin.com/in/judy-burton-7a13317/
Regions Financial,LeElla Herring,"Operations Manager, AVP",https://www.linkedin.com/in/leella-herring-275ba516/
Regions Financial,Erical D. Booker,Payment Operations Manager- VP,https://www.linkedin.com/in/erical-booker/
Regions Financial,"Chris “Doc” Pettingill, MBA","Continuous Improvement, VP",https://www.linkedin.com/in/chris-pettingill-mba-lssmbb-pmp/
Regions Financial,"David King, CCMP","Assistant Vice President, Business Process Management",https://www.linkedin.com/in/david-king-ccmp/
Regions Financial,Marc Mullins,Head of Treasury Management Operations & Products,https://www.linkedin.com/in/marc-mullins-19a709203/
Regions Financial,Bryson Wolff,"Vice President, Business Process Management",https://www.linkedin.com/in/bryson-wolff-6445a610a/
Regions Financial,Rajat Peer,AVP - Cards & Payments Administration,https://www.linkedin.com/in/rajat-peer-04b52671/
Regions Financial,Stephanie Williams Dill,"Vice President, Enterprise Operations",https://www.linkedin.com/in/stephewilliams/
Regions Financial,Kevin LoPresto,Head of Optimization - Enterprise Operations,https://www.linkedin.com/in/kevin-lopresto-1142b127b/
Regions Financial,Steve Tichler,Vice President Operations,https://www.linkedin.com/in/stevetichler/
Regions Financial,Travis Timmerman,"Assistant Vice President, Red Team Operations",https://www.linkedin.com/in/charlesttimmerman/
Regions Financial,Dallas McLellan,VP Production Database Operations,https://www.linkedin.com/in/dallas-mclellan-b01aa95/
Regions Financial,Kelli Jones,"AVP, Debt Operations",https://www.linkedin.com/in/kelli-jones-280879125/
Regions Financial,Jane Sebeck,Vice President - Operations,https://www.linkedin.com/in/jane-sebeck-248aa214/
Regions Financial,Cindy Light,Operations Manager II / AVP,https://www.linkedin.com/in/cindy-light-04190839/
Regions Financial,Kimberly Woodall,"Vice President, Problem Asset Management Business Process Manager",https://www.linkedin.com/in/kimberly-woodall-10b58253/
Truist,Venissa Ross,"Senior Vice President, Account Analysis Operations Manager  [no LinkedIn URL yet]",
Truist,Jeff Miller,Operations Manager - Senior Vice President  [no LinkedIn URL yet],
Truist,Willie Karnes,VP / Mission Critical Senior Operations Manager  [no LinkedIn URL yet],
Truist,Theresa Rodriguez,"VP, Card Production Operations Manager  [no LinkedIn URL yet]",
Truist,Tonya Swanson Perez,"Vice President, Appraisal Operations Manager  [no LinkedIn URL yet]",
Truist,Mahmoud Ereikat,VP; Senior Operations Manager  [no LinkedIn URL yet],
Truist,Susan Snow,"Vice President, Operations Manager, Document Custody Services  [no LinkedIn URL yet]",
Truist,Jennifer Lee,"VP, TRID Operations Manager  [no LinkedIn URL yet]",
Truist,Carey Brock,Operations Manager - AVP  [no LinkedIn URL yet],
Truist,Travis Benn,"Vice President, Mortgage Servicing Exam Operations Manager  [no LinkedIn URL yet]",
Truist,Troy Ellis,SVP Database Operations Manager  [no LinkedIn URL yet],
Truist,Ellie Smalley,VP Operations Manager  [no LinkedIn URL yet],
Truist,Emilie Flanagan,"Assistant Vice President, Escrow Operations Manager  [no LinkedIn URL yet]",
Truist,Joan Domasig,"Senior Operations Manager, VP  [no LinkedIn URL yet]",
Truist,Jennifer Koonce Slater,"SVP, Director of Operations  [no LinkedIn URL yet]",
Truist,Jeanne McPherson,"SVP, FIU AML Operations Manager  [no LinkedIn URL yet]",
Truist,Amit Shinde,"VP, Quantitative Operations  [no LinkedIn URL yet]",
Truist,"Connor Dillon, MBA","VP, Banking Operations Group Manager  [no LinkedIn URL yet]",
Truist,Manuel Offermanns,Senior Vice President - Consumer Operations  [no LinkedIn URL yet],
Truist,Ellie Laughinghouse Crout,"Assistant Vice President, Credit Operations Senior Manager II  [no LinkedIn URL yet]",
Truist,Shea Shelton,Senior Vice President Operations  [no LinkedIn URL yet],
Truist,Valerie B.,"AML/KYC Client Onboarding, AVP  [no LinkedIn URL yet]",
Truist,Tricia Estave,"VP, Vendor Management Lending Operations / Truist  [no LinkedIn URL yet]",
Truist,Staci Flowers Carpenter,"VP, Data Operations Senior Manager  [no LinkedIn URL yet]",
Truist,Diane Menendez,VP Small Business Operations Partner  [no LinkedIn URL yet],
Truist,Nikki McDowell,"VP, Warehouse Operations and Loan Securitization  [no LinkedIn URL yet]",
Truist,Michael Kincade,Vice President of Process Optimization  [no LinkedIn URL yet],
Truist,"Akbar Khimani, MBA","Vice President, Operations Transformation & Process Excellence  [no LinkedIn URL yet]",
Truist,Joey Rhodes,Senior Vice President Operations  [no LinkedIn URL yet],
Truist,Stephanie Taylor,"Senior Vice President, Banking Operations Group Manager at Truist  [no LinkedIn URL yet]",
Truist,Todd Baker,"VP, Middlewae Operations  [no LinkedIn URL yet]",
Truist,Caleb Herman,Assistant Vice President | Mortgage Servicing Product Owner  [no LinkedIn URL yet],
Truist,Jeff James,VP - Banking Operations Vendor Manager  [no LinkedIn URL yet],
Truist,Renee Jackson,SVP FIU AML Operations Group Manager II  [no LinkedIn URL yet],
Truist,Matthew Traylor,AVP - Consumer Direct Operations  [no LinkedIn URL yet],
Truist,Tyrell Godwin,Banking Operations Group Manager (Senior Vice President)  [no LinkedIn URL yet],
Truist,Shauna Blair,Collections Manager VP  [no LinkedIn URL yet],
Truist,Amber Griffin-Frazier,Assistant Vice President Commercial Operations  [no LinkedIn URL yet],
Truist,Keri P.,"Vice President, Banking Operations Group Manager  [no LinkedIn URL yet]",
Truist,Yordanos W.,AVP FX Settlement Operations  [no LinkedIn URL yet],
Truist,Louis Wilson,Mission Critical Operations Group Manager/ VP  [no LinkedIn URL yet],
Truist,Timothy Kraftchick,Assistant Vice President. Loan Servicing Manager  [no LinkedIn URL yet],
Truist,Alita Toliver,Assistant Vice President-Wholesale Credit Risk Operations  [no LinkedIn URL yet],
Truist,Tatiana Masseratti,Assistant Vice President - Deposit and Payment Operations  [no LinkedIn URL yet],
Truist,Michael Armes,First Vice President of Distributed Operations  [no LinkedIn URL yet],
Truist,Sharon Frazier,"Loan Servicing Manager, VP  [no LinkedIn URL yet]",
Truist,Jason Myrick,"Vice President, Operations Client Support Manager  [no LinkedIn URL yet]",
Truist,Brandon Taylor,Assistant Vice President Escrow Operations  [no LinkedIn URL yet],
Truist,Michelle Carter,Assistant Vice President Fiduciary Operations  [no LinkedIn URL yet],
Truist,Stephen Attaway,"VP, Card Operations Sr Manager - Production Support Manager  [no LinkedIn URL yet]",
Truist,"Sherrell W. Ganges, MBA, PMP","Senior Vice President, CRA Director of Experience & Operations  [no LinkedIn URL yet]",
Truist,Kimberly Faith Sheppard,Director of Correspondent Operations  [no LinkedIn URL yet],
Truist,"Todd Pagliarulo, PE",Director of Data Centers and Strategic Operations  [no LinkedIn URL yet],
Truist,Michelle Carroll,Director of Operations  [no LinkedIn URL yet],
Truist,"Sharon Gbemi Awoniyi MBA, SSBB","VP, Operational Excellence Manager  [no LinkedIn URL yet]",
Truist,Kaila Park,"AVP, Deposit Operations Manager II  [no LinkedIn URL yet]",
Truist,Ania Jean Michel,Commercial Credit Operations Senior Manager I/AVP  [no LinkedIn URL yet],
Truist,Michelle L.,"Deposit Operations Senior Manager, AVP  [no LinkedIn URL yet]",
Truist,Frank Anderson,AVP Operations Manager Credit Bureau Disputes  [no LinkedIn URL yet],
Truist,L Vargas,"LightStream Collections Production Manager III, AVP  [no LinkedIn URL yet]",
Truist,Zachary Long,"Centralized Service Manager II, Vice President  [no LinkedIn URL yet]",
Truist,Susan Livengood,SVP - Business Process Manager  [no LinkedIn URL yet],
Truist,Teri Martin,"Consumer Fraud Manager, VP  [no LinkedIn URL yet]",
Truist,Adele T.,"Commercial & Corporate Banking, Deposit Operations Manager, VP",https://www.linkedin.com/in/adeletokura/
Truist,Edward Goudy,"Senior Vice President, Image Services Sr. Operations Manager",https://www.linkedin.com/in/edward-goudy-30864915/
Truist,Brian Kurlander,"SVP, Strategic Operations Director",https://www.linkedin.com/in/brian-kurlander-63895059/
Truist,Allen Shealey,SVP - Senior Operations Manager,https://www.linkedin.com/in/allen-shealey-7b24a841/
Truist,Justin T. Brown,"VP, Asset Based Lending Operations Manager",https://www.linkedin.com/in/justin-t-brown-8b761116a/
Truist,Emily Walker,"Senior Operations Manager, SVP",https://www.linkedin.com/in/emily-walker-905017126/
Truist,"Trenice Wade, MA",SVP - Workforce Management and Engagement Strategist,https://www.linkedin.com/in/trenice-wade-3aa8b765/
Truist,"Eric Reeves, CIA, CRMA",Senior Managing Director - Head of Professional Practices and Operations,https://www.linkedin.com/in/eric-reeves-cia-crma-5409b411/
Truist,Paul Pitre,Head of Third Party Risk Operations,https://www.linkedin.com/in/paul-pitre-7ab97b9/
Truist,Ashley Taylor,Head of Small Business Governance and Operations,https://www.linkedin.com/in/ashley-taylor-099a8b9/
Truist,Erick Hines,Senior Vice President Operations,https://www.linkedin.com/in/erick-hines-1a2a5841/
Truist,Jean Albuquerque,Operational Excellence Head of Optimization & Strategic Enablement,https://www.linkedin.com/in/jean-albuquerque-aa0589247/
Truist,Josh McCormick,"VP, Mortgage Servicing Business Delivery Manager",https://www.linkedin.com/in/josh-mccormick-0a18a81/
Truist,Sagar Patel,"VP, Strategic Workforce Planning Skills Leader",https://www.linkedin.com/in/sagar-patel-a02a2226/
Truist,Russ Johnson,"Director/VP, Mortgage Inbound Client Communication and Escalations Operations",https://www.linkedin.com/in/russ-johnson-9070/
Truist,Heather Wingo,"SVP, Strategic Workforce Planning Strategist",https://www.linkedin.com/in/heatherwingo/
Truist,"Frank Thomas, FRM",Head of Development Operations,https://www.linkedin.com/in/frank-thomas-frm-a8a26284/
Truist,Eddie Rodriguez,Group Vice President Credit Operations,https://www.linkedin.com/in/eddie-rodriguez-2a35691/
Truist,Alisha Baurer,"VP, Enterprise Fraud Management - Operational Excellence Leader - Fraud Policy and Solutions",https://www.linkedin.com/in/alisha-baurer-700189189/
Truist,Michelle Kennedy,Mortgage Servicing Financial Controls Director - VP,https://www.linkedin.com/in/michellelynnkennedy/
Truist,Camille Trueheart,"Vice President, Treasury Management Operations",https://www.linkedin.com/in/camille-trueheart-30132520/
Truist,Christine Conway,"VP, Enterprise Fraud Management - Operational Excellence Leader",https://www.linkedin.com/in/christine-conway-377029158/
Truist,Elisabeth Francoise Ntolo,"HTBE Loan Administration, Vice President",https://www.linkedin.com/in/elisabeth-francoise-ntolo-20b78a22/
Truist,Christopher Rees,Senior Vice President Operations,https://www.linkedin.com/in/christopher-rees-7099b31b/
Truist,Edward (Ted) Fitzgerald,Vice President Bankcard Operations Business Analysis,https://www.linkedin.com/in/edward-ted-fitzgerald-b050304/
Truist,Joseph Culbreth,"VP, Mortgage Processing Manager",https://www.linkedin.com/in/joseph-culbreth-412a7a2b/
Truist,Lynda Hux,"VP, Sr Manager Credit Operations",https://www.linkedin.com/in/lynda-hux-b22a4a4/
Truist,CG Smith,Vice President - Client Onboarding and Lifecycle Management Manager at Truist,https://www.linkedin.com/in/cg-smith-b15ba49a/
Truist,Dawn Adamson,Senior Vice President - Media Agency Operations,https://www.linkedin.com/in/dawn-adamson-b081805/
Truist,Jennifer Wild,"VP, Senior Operations Fraud Manager",https://www.linkedin.com/in/jennifer-wild-6960862a1/
Truist,Alicia Mars,Vice President Credit Operations Senior Manager II| Small Business & Servicing | Truist,https://www.linkedin.com/in/alicia-mars-159689190/
Truist,Anne Clark,Senior Vice President Operations,https://www.linkedin.com/in/anne-clark-north-carolina/
Truist,Catherine McCoy,Head of Business Operations,https://www.linkedin.com/in/catherine-mccoy-4a71548/
Truist,Jean Schwindt CFA CIA CFE,VP Truist - Strategic Sourcing Management / Third Party Risk Operations Function,https://www.linkedin.com/in/jeanschwindt/
Truist,"Shannon Vanderhill, MFA","Design Director I, Director of Sprint Studio, Shared Services & Business Office",https://www.linkedin.com/in/shannonvanderhill/
Truist,"Hamza Ghauri, MS(Finance), FIS, C3PRMP",Vice President - Third Party Service Manager,https://www.linkedin.com/in/hamzaghauri/
Truist,"Paolo Flores, MBA","VP, Wholesale Business Vendor Manager | Centralized Service Manager II",https://www.linkedin.com/in/paolo-flores-mba-3b266b194/
Truist,Lawanda Collins,"Vice President, Third Party Service Manager",https://www.linkedin.com/in/lawanda-collins-77537858/
Truist,Sandra Ivette Báez,"SVP - New Accounts, AML & Fraud Risk Manager",https://www.linkedin.com/in/sandrabaez/
Truist,Amy Strong,"Vice President, Promotions Servicing Manager @ Truist | Banking",https://www.linkedin.com/in/amymstrong73/
Truist,Marc Lyons,Head of Enterprise Fraud Risk Oversight,https://www.linkedin.com/in/marc-lyons-b2518a17/
Truist,Kevin Cranford,Head of Deposits Service Delivery,https://www.linkedin.com/in/kevin-cranford-ncp-aap-30527912/
